,k,j,date,irr,geo_slice
0,Northern New Jersey - NJ - Pike County,Class C,2004-04-01,0.24339956348030967,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2004-07-01,0.22696695879579032,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2004-10-01,0.21806765895607438,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2005-01-01,0.2036170122691321,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2005-04-01,0.22347443184434534,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2005-07-01,0.24934779234850257,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2005-10-01,0.2614074701102531,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2006-01-01,0.27433839147552996,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2006-04-01,0.2591193532678233,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2006-07-01,0.26279373368730496,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2006-10-01,0.2708811063707406,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2007-01-01,0.2595082795702144,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2007-04-01,0.24839941400297727,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2007-07-01,0.2705544678768492,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2007-10-01,0.32672368131407126,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2008-01-01,0.4005927153217337,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2008-04-01,0.4498226985652698,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2008-07-01,0.5181590894187662,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2008-10-01,0.6070444290696455,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2009-01-01,0.682865483228227,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2009-04-01,0.7007858324554725,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2009-07-01,0.7064263216475066,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2009-10-01,0.695727201138254,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2010-01-01,0.6501962885046249,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2010-04-01,0.5959981756129005,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2010-07-01,0.5478029043287374,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2010-10-01,0.4868872882170321,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2011-01-01,0.42196714757558706,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2011-04-01,0.4127461733686475,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2011-07-01,0.43534023978386927,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2011-10-01,0.44720669362094334,Submarket - Northern New Jersey - NJ - Pike County - Class C
0,Northern New Jersey - NJ - Pike County,Class C,2012-01-01,0.4510083225462769,Submarket - Northern New Jersey - NJ - Pike County - Class C
